"NUM_HOPITAL"	"HOPITAL"	"POLE"	"POLE.LIB"	"CHEF.SERVICE"	"SERVICE"	"URM"	"URM.LIB"	"UH"	"UH.LIB"	"UA"	"VAL.DEB"	"VAL.FIN"	"UGIPOP"
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Chirurgie plastique (Pr Revol)"	100	"CHIRURGIE PLASTIQUE"	241	"CHIR-PLAST-G4"	1011	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Chirurgie plastique (Pr Revol)"	100	"CHIRURGIE PLASTIQUE"	242	"CHIR-PLAST-HSP-G4"	1011	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Chirurgie plastique (Pr Revol)"	100	"CHIRURGIE PLASTIQUE"	219	"HDJ2 CHIR PLAST AMBU G4"	1042	"01/03/2013"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Chirurgie plastique (Pr Revol)"	100	"CHIRURGIE PLASTIQUE"	266	"CIC"		"01/01/1992"	"01/01/2000"	
76	"Saint Louis"	108	"Biologie anatomopathologie"		"Cinetique"	820	"CINETIQUE"	238	"HDJ3-CINETIQUE"	6031	"01/01/2007"	"01/02/2012"	
76	"Saint Louis"	108	"Biologie anatomopathologie"		"Cinetique"	820	"CINETIQUE"	253	"HDJ3 CINETIQUE"	6031	"03/11/2011"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Apherese therapeutique"	810	"HDJ TRANSFU"	227	"HDJ1-TRANSFU-TH-CELL"	6026	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Apherese therapeutique"	810	"HDJ TRANSFU"	808	"HJ1-TRANSFUSION"	6026	"01/01/2002"	"31/12/2005"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	211	"CMF STO HSP T5                          "	2113	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	212	"CHIR-AMBU-CMF STO T5                    "	2115	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	269	"HJ-POL-STOM"	2124	"02/12/1998"	"31/12/2003"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	269	"HJ-POL-STOM"	1119	"01/01/1992"	"02/12/1998"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	346	"CMF STO-T5                              "	2113	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	347	"STOMA-PR-DEB"		"01/01/1992"	"31/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	348	"CHIMIO STOMA"	2121	"01/01/1992"	"06/12/1999"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	350	"CMF & STOMATO PRIVE T5                  "	2113	"07/07/2009"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"CMF Stomatologie"	210	"STOMATO"	358	"HSEM-CMF STO-T5                         "	2114	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"CRN SLS"	170	"CRN"	152	"I.V.G-R.U"		"18/09/1995"	"02/01/2007"	
76	"Saint Louis"	105	"DUNEGO"		"CRN SLS"	522	"HDJ CRN"	197	"HDJ2-MEDIC-CRN"	5216	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"CRN SLS"	522	"HDJ CRN"	198	"HDJ1-BLOC-CRN"	5216	"01/01/2007"	"01/01/3000"	"UG5200"
76	"Saint Louis"	105	"DUNEGO"		"CRN SLS"	170	"CRN"	355	"S-IVG-PORTE"	1721	"01/01/1992"	"10/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	151	"HJ-DERM-DUBE"	1111	"01/01/1992"	"01/06/1996"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	206	"HDJ2-DERMATO2-T5"	632	"01/01/2007"	"01/02/2012"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	207	"HDJ3-DERMATO-PI-POLI"	633	"01/01/2007"	"01/02/2012"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	208	"HDJ3-COD-DIAG"	634	"01/01/2007"	"01/02/2012"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	228	"DERMATO1-M5"	512	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	229	"HSEM-DERMATO2 T5"	613	"01/01/2007"	"28/01/2010"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	262	"HJ-POL-DERM"	1112	"01/01/1992"	"01/06/1996"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	679	"DERMATO-HOSP"	613	"01/01/1992"	"18/04/2000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	681	"HSEM-DERMATO1-M5"	612	"01/01/1992"	"28/01/2010"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	682	"CHIM-DERM-DU"	622	"01/01/1992"	"01/05/2000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	683	"HOP-SEM-TRE5"	613	"01/01/1992"	"30/03/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	684	"HDJ2-DERMATO1-M5"	631	"01/01/1995"	"01/02/2012"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	685	"HJ3-DERM-POL"		"31/10/2000"	"31/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	861	"HJ2-DERMATO-T5"	531	"01/01/1995"	"01/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	862	"DERMATO2-T5"	511	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	863	"DERM-MOR-TR5"	511	"01/01/1992"	"01/05/2000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	864	"SC-DERM-MYO5"		"01/01/1992"	"02/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	885	"CHIMIO-COD"	551	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	50	"DERMATO 2"	886	"HJ3-DERMATO-PO"		"16/09/2002"	"10/01/2007"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	686	"HDJ2 DERMATO1 M5"	535	"30/11/2011"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	687	"HDJ2 DERMATO2 T5"	536	"30/11/2011"	"01/01/3000"	
76	"Saint Louis"	102	"Peau Reparation cutanee Infectiologie"		"Dermatologie"	60	"DERMATO 1"	689	"HDJ3 COD DIAG"	534	"01/01/2011"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Endocrinologie"	10	"ENDOCRINOLOGIE"	317	"ENDOCRI-TRE4"	114	"01/01/1992"	"25/04/2000"	
76	"Saint Louis"	105	"DUNEGO"		"Endocrinologie"	10	"ENDOCRINOLOGIE"	318	"ENDOCRINO-SC-T4"	114	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Endocrinologie"	10	"ENDOCRINOLOGIE"	875	"HSEM-ENDOCRINO-T4"	113	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Endocrinologie"	10	"ENDOCRINOLOGIE"	877	"HDJ2-ENDOCRINO-POLI"	115	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	194	"GASTRO-ENT-HSP-G5"	4713	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	352	"GASTRO-ENT-SC-G5"	4713	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	353	"HDJ2-GASTRO-ENT-F5"	4714	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	356	"GAST-ENT-HSP"	4715	"01/01/1992"	"01/11/2007"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	359	"HSEM-SC-GASTR-ENT-F5"	4716	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	105	"DUNEGO"		"Gastro-enterologie"	470	"GASTRO-ENTERO"	362	"CHIR-AMBU-GASTRO-F5"	4731	"16/12/1999"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	541	"SOINS INT HEMA GRF M"	120	"SI-HEMATO-GRF-M-T3"	5415	"09/01/2006"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	478	"ALLOGREF-MOE"		"01/01/1992"	"01/01/2007"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	479	"HEMATO-GRF-M-T3"	5411	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	562	"CHIMIO-GRF-M-POLI"	5438	"02/12/1998"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	562	"CHIMIO-PO-GLUCKMAN"	3817	"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	566	"HDJ1-HEMAT-GRF-M-POLI"	5437	"02/12/1998"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Greffes de moelle"	540	"GREFFES DE MOELLE"	566	"HOP-JOUR1-GLUCKMAN"	3717	"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	551	"SOINS INTENSIFS"	130	"SI-HEMATO-ADULTE-M3"	5515	"09/01/2006"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	563	"CHIMIO-HEM-ADUL-POLI"	5538	"02/12/1998"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	563	"CHIMIO-PO-DEGOS"	3818	"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	567	"HDJ1-HEM-ADULTE-POLI"	5537	"02/12/1998"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	567	"HOP-JOUR1-DEGOS"	3718	"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	633	"HEMATO-ADULTE-HSP-M3"	5511	"01/01/1992"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	635	"HDJ1-HEM-ADULTE-M3"	5537	"02/12/1998"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Adultes"	550	"HEMATO ADULTES"	635	"HJ1-HEMATO-DE"	3718	"29/09/1994"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	9	"HEMATO-PED-C3"	5614	"16/11/2007"	"14/01/2006"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	501	"HDJ1-HEMATO-PED-POLI"	5621	"01/01/2007"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	548	"HJ1-REA-HEMATO"		"02/12/1998"	"31/01/2007"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	548	"HJ1-REA-HEMATO"		"11/09/1996"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	564	"CH.POL.H.PED"	5638	"02/12/1998"	"08/01/2004"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	564	"CHIMIO-PO-SCHAISON"	3816	"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	565	"CHIMIO-PO-GISSE"		"02/12/1998"	"31/01/2007"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	565	"CHIMIO-PO-GISSE"		"20/07/1998"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	565	"CHIMIO-PO-GISSE"		"02/12/1993"	"20/07/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	568	"HJ1.POL.H.PED"		"02/12/1998"	"31/01/2007"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	568	"HJ1-POL-SCHAISON"		"02/12/1993"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	569	"HJ1-POL-GISSE"	3716	"02/12/1993"	"30/09/1996"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	616	"SI-HEMATO-PED-C3"	5611	"01/01/1992"	"14/01/2010"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	560	"HEMATO PED"	617	"HDJ1-HEMATO-PED-C3"	5621	"01/01/1992"	"14/01/2010"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	619	"HEMATO-ONCO-COQ6"		"16/04/1998"	"31/03/2007"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	631	"HEMATO-COQ6"	5612	"01/01/1992"	"10/04/1999"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Hematologie Pediatrique"	561	"HEMATO PED"	639	"HJ-HEM-HAYEM"	3712	"01/01/1992"	"29/09/1994"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"		"Immuno-hematologie"	581	"SOINS-INT-IMMUNOPATO"	110	"SI-IMMUNO-HEMATO-M4"	5815	"09/01/2006"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	220	"CHIMIO-IMM-HEM-POLI"	5838	"05/02/2007"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	502	"CHIMIO-FERMAND"		"04/01/2005"	"14/02/2008"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	551	"CHIMIO BROUE"	5738	"02/12/1998"	"31/12/2005"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	551	"CHIMIO BROUE"	3814	"01/01/1994"	"02/12/1998"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	610	"HDJ1-IMM-HEM-M4"	5832	"07/01/2005"	"01/01/3000"	
76	"Saint Louis"	101	"Hematologie Oncologie Radiotherapie"	"Pr Fermand"	"Immuno-hematologie"	570	"IMMUNO HEMATO"	611	"HJ-HEMATO-MY4"		"01/01/2005"	"15/12/2005"	
